Title	URL	Assignees	Status
Get more data from industry partner	https://github.com/amosproj/amos2025ss03-route-planning-app/issues/123		In Progress
receive feedback (on discord, PR's) in a timely manner	https://github.com/amosproj/amos2025ss03-route-planning-app/issues/148		In Progress
Clear up desynchronisation/dissonance between IP requirements and actual state of the project and most pressing issues	https://github.com/amosproj/amos2025ss03-route-planning-app/issues/143		In Progress
Meetings take too long	https://github.com/amosproj/amos2025ss03-route-planning-app/issues/53		Done
Make issues more specific	https://github.com/amosproj/amos2025ss03-route-planning-app/issues/55		Done
Set up communication channel with industry partner	https://github.com/amosproj/amos2025ss03-route-planning-app/issues/20		Done
Have PO/SD discussion about new issues prior to the team meeting	https://github.com/amosproj/amos2025ss03-route-planning-app/issues/18		Done
Have separate SD discussion on core features	https://github.com/amosproj/amos2025ss03-route-planning-app/issues/19		Done
PO/SD discussion meeting needs SD participation	https://github.com/amosproj/amos2025ss03-route-planning-app/issues/54		Done
Unclear responsibilities for deliverables	https://github.com/amosproj/amos2025ss03-route-planning-app/issues/56		Done
